filename,class,split
train/acetaminophen/acetaminophen_20ae92d9-fbc6-5b7a-e063-6294a90a15c3_0110.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_ac74be47-30f0-418b-bd07-502feaa9723f_0033.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_e33f2319-2181-46db-a094-3e874b324c0a_0100.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_45735cd8-ac07-3f12-e063-6294a90a0cb2_0056.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_22a48a33-995b-481e-9e4e-1ad7ec346f44_0002.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_4b567234-1da9-4e10-a427-877eea2be1c1_0057.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_21181ba7-90e8-41c5-bd49-911ddd1480d3_0001.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5278a128-41ec-4494-e054-00144ff8d46c_0084.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6286e128-1288-4dc0-b14b-f04a0e2a22f9_0087.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7650c4bc-9dad-dde0-e053-2a91aa0aa20b_0093.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0dba1329-5b0d-5688-e054-00144ff8d46c_0069.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0dba1329-5b0d-5688-e054-00144ff8d46c_0070.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_277363f4-1c00-ddb7-e063-6294a90a4677_0006.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_dc315218-bdd9-44b4-ab0a-71077fe0a73c_0038.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_9a32bc6d-0499-48fa-a6ad-702c8a28bf5f_0031.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_1d9fa7ec-a509-28b2-e063-6294a90a7831_0073.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_82fa5151-d5ee-4ad8-ba7c-a2df8a09e1a6_0026.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_ec543339-20ab-2cba-e053-2995a90ac740_0043.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0670c33e-8a3c-ae00-e063-6294a90a165b_0068.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6286e128-1288-4dc0-b14b-f04a0e2a22f9_0090.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_52542774-fd05-640c-e054-00144ff8d46c_0082.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_04ccc4b2-0cfd-3012-e063-6394a90afa79_0065.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6286e128-1288-4dc0-b14b-f04a0e2a22f9_0088.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6286e128-1288-4dc0-b14b-f04a0e2a22f9_0089.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_33599f18-5f49-4f22-8a77-a072115763ef_0010.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_bb24c298-1d00-4378-8de3-b4056220fa75_0062.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5213ca7f-5a78-6471-e054-00144ff88e88_0079.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_dc315218-bdd9-44b4-ab0a-71077fe0a73c_0037.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_20ac6010-84f4-eeff-e063-6294a90a50a7_0074.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_14951faa-9476-6f29-e063-6394a90a14c7_0103.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7f0f8b3c-c226-4a3a-af46-a708f345e4f5_0022.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_0dba1329-5b0d-5688-e054-00144ff8d46c_0071.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_05fda811-d65f-41b2-89e4-297cdddb3d99_0066.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_149330be-24bd-b4a4-e063-6394a90a9007_0102.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_87d4cfc0-c7b4-42c0-bfa9-96e124e32ed3_0028.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_fac4e0c6-684f-45a1-99f2-de4de4017cc8_0048.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5213ca7f-5a78-6471-e054-00144ff88e88_0078.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_fdd0dadc-5313-4f6e-aef5-ca853efe5c4d_0049.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_5213ca7f-5a78-6471-e054-00144ff88e88_0080.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_157fd0d2-aa54-406c-bcdb-dad531de3ce7_0104.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_dc315218-bdd9-44b4-ab0a-71077fe0a73c_0036.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_52542774-fd05-640c-e054-00144ff8d46c_0081.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_04f2c3ed-4bcf-4b6a-b8fb-0aa6ecb3dca2_0101.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_f65203a2-64f0-4138-97e4-6eab99194178_0045.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_2497a011-d7a0-4d69-97e2-bbf25a99b1cc_0004.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_355a094c-bed9-4959-8cf0-619f0e246105_0011.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_513ca24f-1262-4a2d-e054-00144ff8d46c_0077.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_b995a0b2-898d-4a8f-b44f-097ae54e0ba5_0097.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_7f0f8b3c-c226-4a3a-af46-a708f345e4f5_0020.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_6286e128-1288-4dc0-b14b-f04a0e2a22f9_0091.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_457180c9-87ea-5b52-e063-6294a90a7e9d_0055.jpg,acetaminophen,train
train/acetaminophen/acetaminophen_75520b77-d40b-4f43-b92a-7a3eba5b493f_0015.jpg,acetaminophen,train
val/acetaminophen/acetaminophen_c830d1ac-c4c5-4eb1-98bb-22707cb6db91_0035.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_b747cb49-e11b-4dca-90a3-2510b430880b_0096.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_852e5822-9bc0-06ed-e053-2a91aa0a5f1b_0094.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_24894484-b834-4b2f-b365-c95b5e30d8bf_0003.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_77776146-c6e6-478c-b30e-2b729e758400_0018.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_30d41dc3-e2ef-4cad-b63c-d634bc749aa1_0009.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_e19b561c-fb76-4355-a306-d3dc46930bf2_0039.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_e4cbfb06-d826-4d08-95d6-60305c417625_0042.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_ff878f56-125a-4de7-b063-029f7030733d_0050.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_177d78c7-871c-cb39-e063-6394a90aab24_0109.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_82fa5151-d5ee-4ad8-ba7c-a2df8a09e1a6_0025.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_3738d35c-1e83-40df-9292-c54e6b2c8353_0053.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_7f0f8b3c-c226-4a3a-af46-a708f345e4f5_0024.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_5efd6c61-74ed-4253-896a-e4a40bd8f25b_0014.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_45381b1c-2acd-1524-e063-6394a90a83d9_0054.jpg,acetaminophen,val
val/acetaminophen/acetaminophen_04ccc4b2-0cfd-3012-e063-6394a90afa79_0064.jpg,acetaminophen,val
test/acetaminophen/acetaminophen_77776146-c6e6-478c-b30e-2b729e758400_0019.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_d0dd4a75-da65-4c66-b65f-54ee14100846_0099.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_95203001-7ca6-4513-83a3-9ef17855bc0f_0029.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_21181ba7-90e8-41c5-bd49-911ddd1480d3_0000.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_77776146-c6e6-478c-b30e-2b729e758400_0017.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_157fd0d2-aa54-406c-bcdb-dad531de3ce7_0108.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_82fa5151-d5ee-4ad8-ba7c-a2df8a09e1a6_0027.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_04ccc4b2-0cfd-3012-e063-6394a90afa79_0063.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_c57c10fc-f182-4153-8974-ef359a5f5ac1_0034.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_4535d4fe-9de7-f2c6-e063-6394a90a944a_0076.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_5278a128-41ec-4494-e054-00144ff8d46c_0085.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_bb24c298-1d00-4378-8de3-b4056220fa75_0061.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_2771d699-3f70-4318-e063-6394a90a89cc_0005.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_960f5676-d8c5-470b-a663-4b8d152339b4_0030.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_351d3c5c-05c8-921a-e063-6394a90abef9_0111.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_52542774-fd05-640c-e054-00144ff8d46c_0083.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_77776146-c6e6-478c-b30e-2b729e758400_0016.jpg,acetaminophen,test
test/acetaminophen/acetaminophen_7f0f8b3c-c226-4a3a-af46-a708f345e4f5_0021.jpg,acetaminophen,test
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0011.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0058.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0128.jpg,albuterol,train
train/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0026.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0083.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0091.jpg,albuterol,train
train/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0108.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0103.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0042.jpg,albuterol,train
train/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0113.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0104.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0036.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0018.jpg,albuterol,train
train/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0033.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0064.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0023.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0062.jpg,albuterol,train
train/albuterol/albuterol_056e145b-87aa-4009-a7ab-2ac0bd086eb0_0118.jpg,albuterol,train
train/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0032.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0081.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0068.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0034.jpg,albuterol,train
train/albuterol/albuterol_0f9bf2c8-55c0-4b4d-97de-d6c7220c3862_0135.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0067.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0002.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0087.jpg,albuterol,train
train/albuterol/albuterol_0f9bf2c8-55c0-4b4d-97de-d6c7220c3862_0136.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0000.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0019.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0133.jpg,albuterol,train
train/albuterol/albuterol_2c3f975c-dbd8-0362-e063-6394a90a16dd_0143.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0040.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0038.jpg,albuterol,train
train/albuterol/albuterol_056e145b-87aa-4009-a7ab-2ac0bd086eb0_0121.jpg,albuterol,train
train/albuterol/albuterol_4120061a-dbae-8918-e063-6394a90afbf2_0149.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0097.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0014.jpg,albuterol,train
train/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0050.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0013.jpg,albuterol,train
train/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0053.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0100.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0077.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0090.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0066.jpg,albuterol,train
train/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0055.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0076.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0129.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0015.jpg,albuterol,train
train/albuterol/albuterol_2c3f975c-dbd8-0362-e063-6394a90a16dd_0142.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0105.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0063.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0009.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0092.jpg,albuterol,train
train/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0110.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0086.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0006.jpg,albuterol,train
train/albuterol/albuterol_056e145b-87aa-4009-a7ab-2ac0bd086eb0_0120.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0012.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0134.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0085.jpg,albuterol,train
train/albuterol/albuterol_0f9bf2c8-55c0-4b4d-97de-d6c7220c3862_0138.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0060.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0096.jpg,albuterol,train
train/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0029.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0099.jpg,albuterol,train
train/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0109.jpg,albuterol,train
train/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0052.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0017.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0102.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0003.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0073.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0043.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0072.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0095.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0078.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0069.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0001.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0005.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0041.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0037.jpg,albuterol,train
train/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0024.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0039.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0089.jpg,albuterol,train
train/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0117.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0035.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0074.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0125.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0098.jpg,albuterol,train
train/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0106.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0127.jpg,albuterol,train
train/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0004.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0123.jpg,albuterol,train
train/albuterol/albuterol_4120061a-dbae-8918-e063-6394a90afbf2_0147.jpg,albuterol,train
train/albuterol/albuterol_2c3f975c-dbd8-0362-e063-6394a90a16dd_0141.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0080.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0061.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0046.jpg,albuterol,train
train/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0124.jpg,albuterol,train
train/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0031.jpg,albuterol,train
train/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0020.jpg,albuterol,train
train/albuterol/albuterol_056e145b-87aa-4009-a7ab-2ac0bd086eb0_0119.jpg,albuterol,train
train/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0082.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0065.jpg,albuterol,train
train/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0047.jpg,albuterol,train
train/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0070.jpg,albuterol,train
val/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0045.jpg,albuterol,val
val/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0116.jpg,albuterol,val
val/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0079.jpg,albuterol,val
val/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0007.jpg,albuterol,val
val/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0075.jpg,albuterol,val
val/albuterol/albuterol_4120061a-dbae-8918-e063-6394a90afbf2_0146.jpg,albuterol,val
val/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0051.jpg,albuterol,val
val/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0126.jpg,albuterol,val
val/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0114.jpg,albuterol,val
val/albuterol/albuterol_4120061a-dbae-8918-e063-6394a90afbf2_0148.jpg,albuterol,val
val/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0084.jpg,albuterol,val
val/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0111.jpg,albuterol,val
val/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0022.jpg,albuterol,val
val/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0101.jpg,albuterol,val
val/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0010.jpg,albuterol,val
val/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0057.jpg,albuterol,val
val/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0025.jpg,albuterol,val
val/albuterol/albuterol_9832312e-0310-4ab6-8501-afa976fc7eb2_0048.jpg,albuterol,val
val/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0059.jpg,albuterol,val
val/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0056.jpg,albuterol,val
val/albuterol/albuterol_081b7bbb-6692-4512-b135-863b73bf30a5_0131.jpg,albuterol,val
val/albuterol/albuterol_b444478a-10ce-484f-9039-6383dfb8161e_0054.jpg,albuterol,val
test/albuterol/albuterol_440a96bb-9e69-bdcc-e063-6294a90a6793_0107.jpg,albuterol,test
test/albuterol/albuterol_574824f3-51cc-4b94-9c10-e3204d8b19f8_0008.jpg,albuterol,test
test/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0030.jpg,albuterol,test
test/albuterol/albuterol_378461f2-7271-44a3-9da3-b39970b65d3a_0145.jpg,albuterol,test
test/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0093.jpg,albuterol,test
test/albuterol/albuterol_32d954ee-9790-4beb-95db-72dbf8efa639_0094.jpg,albuterol,test
test/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0027.jpg,albuterol,test
test/albuterol/albuterol_2e449282-ee58-4e36-b983-85c4e6f0864d_0016.jpg,albuterol,test
test/albuterol/albuterol_e31d8d13-ac19-4738-97d4-d7790ce2e8e3_0112.jpg,albuterol,test
test/albuterol/albuterol_32dbec5e-044a-40b6-9b88-e1396c4b4b6e_0028.jpg,albuterol,test
test/albuterol/albuterol_0cfb6c5d-eac2-4a1c-8a0f-6b00e819adda_0071.jpg,albuterol,test
test/albuterol/albuterol_2c3f975c-dbd8-0362-e063-6394a90a16dd_0140.jpg,albuterol,test
